name,latitude,longitude,address,station_id,categories,distance,popularity
Taqueria Milear,40.67428,-73.9503,"752 Nostrand Ave (btwn Sterling Pl & Park Pl), Brooklyn, NY 11216",13303,Mexican Restaurant,146,0.9810786993921551
Silver Rice,40.67428,-73.9503,"638 Park Pl (at Franklin Ave), Brooklyn, NY 11238",13276,"Sushi Restaurant, Soup Spot",567,0.9593184526491824
Mayfield,40.67428,-73.9503,"688 Franklin Ave (at Prospect Pl), Brooklyn, NY 11238",13314,New American Restaurant,530,0.9577913299486286
Royal Bakery,40.67428,-73.9503,"618 Nostrand Ave, Brooklyn, NY 11216",13002,"Bakery, Caribbean Restaurant",339,0.9893051341364497
Ali's Trinidad Roti Shop,40.68012,-73.95362,"1267 Fulton St (Btw Arlington Pl. & Nostrand Ave.), Brooklyn, NY 11216",13039,"Deli, Caribbean Restaurant",248,0.9849140305023983
Cafe Cotton Bean,40.68012,-73.95362,"1077 Bergen St (at Nostrand Ave), Brooklyn, NY 11216",13034,"Café, Coffee Shop, Restaurant",522,0.9833518590841269
The Fly,40.68012,-73.95362,"549 Classon Ave (at Fulton Ave), Brooklyn, NY 11238",13009,"Cocktail Bar, Wine Bar, American Restaurant",465,0.9725368261884019
Cafe Con Libros,40.68012,-73.95362,"724 Prospect Pl (Rogers Ave), Brooklyn, NY 11216",13035,"Coffee Shop, Restaurant",638,0.957566016763301
Mayfield,40.68012,-73.95362,"688 Franklin Ave (at Prospect Pl), Brooklyn, NY 11238",13314,New American Restaurant,624,0.9577913299486286
Covenhoven,40.68012,-73.95362,"730 Classon Ave (btwn Prospect Pl & Park Pl), Brooklyn, NY 11238",13006,"Beer Bar, Beer Garden, Restaurant",783,0.988048387258289
Royal Bakery,40.68012,-73.95362,"618 Nostrand Ave, Brooklyn, NY 11216",13002,"Bakery, Caribbean Restaurant",450,0.9893051341364497
Hartley's,40.68012,-73.95362,"14 Putnam Ave, Brooklyn, NY 11238",13018,"Pub, Restaurant",708,0.9576761698761278
Friends and Lovers,40.68012,-73.95362,"641 Classon Ave (at Dean St), Brooklyn, NY 11238",10039,"Music Venue, Bar, Restaurant",460,0.979771882917255
Grant Square,40.68012,-73.95362,"Bedford Avenue (at Bergen St), Brooklyn, NY 11216",16041,Plaza,408,0.990021129369824
Santa Panza,40.6919925157634,-73.9325501024723,"1079 Broadway (Lawton St. & Dodworth St.), Brooklyn, NY 11221",13003,"Bar, Pizzeria, Italian Restaurant",327,0.9571404251910155
Marco's,40.6919925157634,-73.9325501024723,"1071 Broadway (Lawton), Brooklyn, NY 11221",13010,"Dive Bar, Restaurant",334,0.9711498983587186
BK Bagels,40.6919925157634,-73.9325501024723,"1120 Broadway (Kosciusko), Brooklyn, NY 11221",13334,"Sandwich Spot, Bagel Shop",320,0.9861157008241456
Hearts Coffee Bushwick,40.6919925157634,-73.9325501024723,"1207 Broadway (Van Buren St), Brooklyn, NY 11221",13002,"Bakery, Coffee Shop, Restaurant",501,0.9688717317070729
Mao Mao,40.6919925157634,-73.9325501024723,"1000 Broadway (at Willoughby Ave), Brooklyn, NY 11221",13352,Thai Restaurant,429,0.9659777090155316
Regalo De Juquila,40.6919925157634,-73.9325501024723,"1209 Myrtle Ave (Bushwick Av), Brooklyn, NY 11221",13039,"Deli, Pizzeria, Mexican Restaurant",601,0.9656822983947687
Rebecca's,40.6919925157634,-73.9325501024723,"610 Bushwick Ave, Brooklyn, NY 11206",13003,"Bar, American Restaurant",708,0.9809835671583501
Bar Lunatico,40.6919925157634,-73.9325501024723,"486 Halsey St, Brooklyn, NY 11233",10039,"Music Venue, Cocktail Bar, Tapas Restaurant",956,0.9573857662150389
Sunrise/Sunset,40.6919925157634,-73.9325501024723,"351 Evergreen Ave (Bleecker St.), Brooklyn, NY 11221",13009,"Cocktail Bar, Wine Bar, American Restaurant",833,0.9865362854367571
Nene’s Deli Taqueria,40.6919925157634,-73.9325501024723,"14 Starr St, Brooklyn, NY 11221",13306,Taco Restaurant,986,0.9860756451467539
Xochimilco Family Restaurant,40.81989,-73.908351,"653 Melrose Ave, Bronx, NY 10455",13303,Mexican Restaurant,709,0.9833313243676063
Porto Salvo,40.81989,-73.908351,"424 E 161st St, New York, NY 10451",13025,"Wine Bar, Italian Restaurant",586,0.9886177741807725
Mexicocina Mezcaleria,40.81989,-73.908351,"503 Jackson Ave (E 147 St), Bronx, NY 10455",13049,"Diner, Mexican Restaurant, Sandwich Spot",900,0.9951440428426291
Jimbo's Hamburger Palace,40.81989,-73.908351,"690 Melrose Ave (154), Bronx, NY 10455",13031,"Burger Joint, Diner, American Restaurant",659,0.9047578048318495
McDonald's,40.81989,-73.908351,"3279 3rd Ave (164th Street E), Bronx, NY 10456",13031,"Burger Joint, Fast Food Restaurant",588,0.9966421572847968
158 Riverside Park,40.81989,-73.908351,"300 E 158TH St (158th Street), New York, NY 10031",16032,Park,3867,0.9818514270672734
Auntie Anne's,40.81989,-73.908351,"2857 3rd Ave (E 149th St), Bronx, NY 10455",13002,"Bakery, Fast Food Restaurant",854,0.5170905584350731
McDonald's,40.81989,-73.908351,"839 Westchester Ave, Bronx, NY 10455",13031,"Burger Joint, Fast Food Restaurant",535,0.9978819761334872
River Avenue Skate Park,40.81989,-73.908351,"E 157TH St (between River Avenue & Gerard Avenue), Bronx, NY 10451",16032,Park,367,0.9555731579219259
Papa's Pizza,40.81989,-73.908351,"839 Prospect Ave, Bronx, NY 10459",13064,Pizzeria,541,0.9463433953816748
Trad Room,40.68273,-73.92926,"266 Malcolm X Blvd, New York, NY 11233",13031,"Burger Joint, American Restaurant, Sushi Restaurant",133,0.9909374029901563
Chez Oskar,40.68273,-73.92926,"310 Malcolm X Blvd (at Decatur Street), Brooklyn, NY 11233",13009,"Cocktail Bar, French Restaurant",85,0.9728021950511211
Natural blend Restaurant - Malcolm X Boulevard,40.68273,-73.92926,"243 Malcolm X Blvd, Brooklyn, NY 11233",13097,Caribbean Restaurant,187,0.9759665935650554
DOC D's Southern Desserts,40.68273,-73.92926,"214 Bainbridge St (btwn Malcolm X Blvd & Patchen Ave), Brooklyn, NY 11233",13002,"Bakery, Dessert Shop, American Restaurant",179,0.9772533822012598
Milk & Pull,40.68273,-73.92926,"307 Malcolm X Blvd (Bainbridge St), Brooklyn, NY 11233",13035,"Coffee Shop, Restaurant",137,0.9875326704118725
Bar Lunatico,40.68273,-73.92926,"486 Halsey St, Brooklyn, NY 11233",10039,"Music Venue, Cocktail Bar, Tapas Restaurant",473,0.9573857662150389
L' Antagoniste,40.68273,-73.92926,"238 Malcolm X Blvd (Malcolm X Boulevard and Hancock Street), Brooklyn, NY 11221",13025,"Wine Bar, French Restaurant",247,0.9451888124493045
Grandchamps Kitchen & Market,40.68273,-73.92926,"197 Patchen Ave, Brooklyn, NY 11233",13040,"Dessert Shop, Caribbean Restaurant, Sandwich Spot",325,0.9814592283273751
Nana Ramen,40.68273,-73.92926,"330 Malcolm X Blvd (Decatur and Bainbridge), Brooklyn, NY 11233",13272,"Ramen Restaurant, Noodle Restaurant, Soup Spot",132,0.9476672574879081
Saraghina Bakery,40.68273,-73.92926,"433 Halsey St, Brooklyn, NY 11233",13002,"Bakery, Dessert Shop, Restaurant",515,0.9805429547070428
Brower Park,40.66959,-73.94237,"900 Prospect Pl, Brooklyn, NY 11213",16037,Playground,439,0.9991838655731466
Colina Cuervo,40.66959,-73.94237,"759 Nostrand Ave (St. John's), Brooklyn, NY 11216",13034,"Café, South American Restaurant",705,0.9813640960935701
Trinidad Golden Palace Restaurant,40.66959,-73.94237,"788 Nostrand Ave (St. Johns Pl), Brooklyn, NY 11216",13099,Chinese Restaurant,712,0.9952283674307287
Izzy's Brooklyn Smokehouse,40.66959,-73.94237,"397 Troy Ave, Brooklyn, NY 11213",13026,"BBQ Joint, Kosher Restaurant",691,0.9903165399905869
Lula Bagel,40.66959,-73.94237,"816 Nostrand Ave, Brooklyn, NY 11216",13334,"Sandwich Spot, Bagel Shop, Coffee Shop",708,0.9799421195461692
Branch Office,40.66959,-73.94237,"225 Rogers Ave (at Union St), Brooklyn, NY 11225",13009,"Cocktail Bar, Greek Restaurant",929,0.9412182934278648
The Ryerson,40.66959,-73.94237,"698 Nostrand Ave (between Prospect Pl. & St. Mark's Ave), Brooklyn, NY 11216",13009,"Cocktail Bar, South American Restaurant, Southern Food Restaurant",883,0.9536856230159922
La Ñapa,40.66959,-73.94237,"656 Nostrand Ave (Bergen), Brooklyn, NY 11216",13025,"Wine Bar, Seafood Restaurant, Tapas Restaurant",962,0.9615465497040887
Chocolatte Espresso Bar,40.66959,-73.94237,"792 Eastern Pkwy (at Kingston Ave), Brooklyn, NY 11213",13035,"Coffee Shop, Kosher Restaurant, Sandwich Spot",67,0.9711799401167623
Taqueria Milear,40.66959,-73.94237,"752 Nostrand Ave (btwn Sterling Pl & Park Pl), Brooklyn, NY 11216",13303,Mexican Restaurant,759,0.9810786993921551
Cafe Cotton Bean,40.6776,-73.94963,"1077 Bergen St (at Nostrand Ave), Brooklyn, NY 11216",13034,"Café, Coffee Shop, Restaurant",173,0.9833518590841269
Royal Bakery,40.6776,-73.94963,"618 Nostrand Ave, Brooklyn, NY 11216",13002,"Bakery, Caribbean Restaurant",34,0.9893051341364497
La Ñapa,40.6776,-73.94963,"656 Nostrand Ave (Bergen), Brooklyn, NY 11216",13025,"Wine Bar, Seafood Restaurant, Tapas Restaurant",183,0.9615465497040887
Cafe Con Libros,40.6776,-73.94963,"724 Prospect Pl (Rogers Ave), Brooklyn, NY 11216",13035,"Coffee Shop, Restaurant",434,0.957566016763301
Ali's Trinidad Roti Shop,40.6776,-73.94963,"1267 Fulton St (Btw Arlington Pl. & Nostrand Ave.), Brooklyn, NY 11216",13039,"Deli, Caribbean Restaurant",334,0.9849140305023983
The Ryerson,40.6776,-73.94963,"698 Nostrand Ave (between Prospect Pl. & St. Mark's Ave), Brooklyn, NY 11216",13009,"Cocktail Bar, South American Restaurant, Southern Food Restaurant",317,0.9536856230159922
Furman's Coffee,40.6776,-73.94963,"547 Nostrand Ave (Atlantic Ave), Brooklyn, NY 11216",13003,"Bar, Coffee Shop, Restaurant",131,0.9910425491433092
Nostrand Avenue Pub,40.6776,-73.94963,"658 Nostrand Ave (Bergen St.), Brooklyn, NY 11216",13006,"Beer Bar, Beer Garden, Restaurant",190,0.9761268162746217
Grant Square,40.6776,-73.94963,"Bedford Avenue (at Bergen St), Brooklyn, NY 11216",16041,Plaza,297,0.990021129369824
Colina Cuervo,40.6776,-73.94963,"759 Nostrand Ave (St. John's), Brooklyn, NY 11216",13034,"Café, South American Restaurant",699,0.9813640960935701
Felix Roasting Co.,40.7457121,-73.98194829,"450 Park Ave S (btwn E 30th & E 31st St), New York, NY 10016",13035,"Coffee Shop, Restaurant",126,0.9936543451284172
Franchia,40.7457121,-73.98194829,"12 Park Ave (at E 34th St.), New York, NY 10016",13276,"Sushi Restaurant, Korean Restaurant, Vegan and Vegetarian Restaurant",215,0.9890972248336029
Blank Slate,40.7457121,-73.98194829,"121 Madison Ave (btwn E 30th & E 31st St), New York, NY 10016",13034,"Café, Coffee Shop, American Restaurant",226,0.9830359493099687
Nonono,40.7457121,-73.98194829,"118 Madison Ave (at E 30th St), New York, NY 10016",13272,"Ramen Restaurant, Tapas Restaurant",254,0.9867610837438424
Hillstone,40.7457121,-73.98194829,"378 Park Ave S (at E 27th St), New York, NY 10010",13276,"Sushi Restaurant, New American Restaurant, Steakhouse",408,0.9982467190614072
Empire State Building,40.7457121,-73.98194829,"350 5th Ave (btwn 33rd & 34th St), New York, NY 10118",16026,Monument,435,0.9998589854472981
Upland,40.7457121,-73.98194829,"345 Park Ave S (at E 26th St), New York, NY 10010",13236,"Italian Restaurant, New American Restaurant",481,0.994939927800549
KazuNori: The Original Hand Roll Bar,40.7457121,-73.98194829,"15 W 28th St, New York, NY 10001",13276,Sushi Restaurant,530,0.9949211258601888
Stumptown Coffee Roasters,40.7457121,-73.98194829,"18 W 29th St (at Broadway), New York, NY 10001",13031,"Burger Joint, Café, Coffee Shop",515,0.9891724325950438
Grace Street Cafe,40.7457121,-73.98194829,"17 W 32nd St (btwn Broadway & 5th Ave), New York, NY 10001",13035,"Coffee Shop, Ice Cream Parlor, Korean Restaurant",450,0.9972220133117737
Tacombi - Financial District,40.70366170524135,-74.0131813287735,"74 Broad St (Broad & Marketfield st), New York, NY 10004",13009,"Cocktail Bar, Mexican Restaurant",162,0.9909116120783665
The Dead Rabbit Grocery & Grog,40.70366170524135,-74.0131813287735,"30 Water St (btwn Broad St & Coenties Slip), New York, NY 10004",13009,"Cocktail Bar, Gastropub",196,0.9962678148384914
Battery Park,40.70366170524135,-74.0131813287735,"State Street (at State St), New York, NY 10004",16036,"Picnic Area, Playground",225,0.9999529951490994
Fraunces Tavern,40.70366170524135,-74.0131813287735,"54 Pearl St (at Broad St), New York, NY 10004",13006,"Beer Bar, Sports Bar, American Restaurant",151,0.9972243635543188
787 Coffee,40.70366170524135,-74.0131813287735,"66 Pearl St, New York, NY 10004",13035,"Coffee Shop, Restaurant",191,0.9892405896288496
Elevated Acre,40.70366170524135,-74.0131813287735,"55 Water St, New York, NY 10041",16040,Pedestrian Plaza,378,0.9963383221148423
Delmonico's,40.70366170524135,-74.0131813287735,"56 Beaver St (at William St), New York, NY 10004",13068,"American Restaurant, Steakhouse",276,0.97315552965066
World War II Merchant Marine Memorial Plaza,40.70366170524135,-74.0131813287735,"New York Harbor, New York, NY 10004",16026,Monument,304,0.9960445417967134
Black Fox Coffee,40.70366170524135,-74.0131813287735,"70 Pine St, New York, NY 10005",13034,"Café, Coffee Shop, Sandwich Spot",532,0.9893722032113714
Fraunces Tavern / The Porterhouse Brewing Co.,40.70366170524135,-74.0131813287735,"54 Pearl St (at Broad St), New York, NY 10004",13006,"Beer Bar, American Restaurant",155,0.995628548866243
Colina Cuervo,40.67234,-73.94763,"759 Nostrand Ave (St. John's), Brooklyn, NY 11216",13034,"Café, South American Restaurant",260,0.9813640960935701
Trinidad Golden Palace Restaurant,40.67234,-73.94763,"788 Nostrand Ave (St. Johns Pl), Brooklyn, NY 11216",13099,Chinese Restaurant,234,0.9952283674307287
Brower Park,40.67234,-73.94763,"900 Prospect Pl, Brooklyn, NY 11213",16037,Playground,369,0.9991838655731466
Cafe Con Libros,40.67234,-73.94763,"724 Prospect Pl (Rogers Ave), Brooklyn, NY 11216",13035,"Coffee Shop, Restaurant",481,0.957566016763301
Cafe Cotton Bean,40.67234,-73.94763,"1077 Bergen St (at Nostrand Ave), Brooklyn, NY 11216",13034,"Café, Coffee Shop, Restaurant",478,0.9833518590841269
Lula Bagel,40.67234,-73.94763,"816 Nostrand Ave, Brooklyn, NY 11216",13334,"Sandwich Spot, Bagel Shop, Coffee Shop",297,0.9799421195461692
Taqueria Milear,40.67234,-73.94763,"752 Nostrand Ave (btwn Sterling Pl & Park Pl), Brooklyn, NY 11216",13303,Mexican Restaurant,228,0.9810786993921551
The Ryerson,40.67234,-73.94763,"698 Nostrand Ave (between Prospect Pl. & St. Mark's Ave), Brooklyn, NY 11216",13009,"Cocktail Bar, South American Restaurant, Southern Food Restaurant",353,0.9536856230159922
La Ñapa,40.67234,-73.94763,"656 Nostrand Ave (Bergen), Brooklyn, NY 11216",13025,"Wine Bar, Seafood Restaurant, Tapas Restaurant",454,0.9615465497040887
Two Saints,40.67234,-73.94763,"753 Nostrand Ave (at St. John's Pl), Brooklyn, NY 11216",13003,"Bar, American Restaurant",236,0.9691671423278357
Mao Mao,40.69465,-73.9343,"1000 Broadway (at Willoughby Ave), Brooklyn, NY 11221",13352,Thai Restaurant,145,0.9659777090155316
Santa Panza,40.69465,-73.9343,"1079 Broadway (Lawton St. & Dodworth St.), Brooklyn, NY 11221",13003,"Bar, Pizzeria, Italian Restaurant",297,0.9571404251910155
Marco's,40.69465,-73.9343,"1071 Broadway (Lawton), Brooklyn, NY 11221",13010,"Dive Bar, Restaurant",281,0.9711498983587186
Rebecca's,40.69465,-73.9343,"610 Bushwick Ave, Brooklyn, NY 11206",13003,"Bar, American Restaurant",401,0.9809835671583501
Regalo De Juquila,40.69465,-73.9343,"1209 Myrtle Ave (Bushwick Av), Brooklyn, NY 11221",13039,"Deli, Pizzeria, Mexican Restaurant",372,0.9656822983947687
BK Bagels,40.69465,-73.9343,"1120 Broadway (Kosciusko), Brooklyn, NY 11221",13334,"Sandwich Spot, Bagel Shop",406,0.9861157008241456
La Lupe,40.69465,-73.9343,"9 Jefferson St, Brooklyn, NY 11206",13303,Mexican Restaurant,296,0.9617167863330028
Norbert's Express,40.69465,-73.9343,"4 Stuyvesant Ave, Brooklyn, NY 11221",13064,Pizzeria,223,0.9640850782587796
Hearts Coffee Bushwick,40.69465,-73.9343,"1207 Broadway (Van Buren St), Brooklyn, NY 11221",13002,"Bakery, Coffee Shop, Restaurant",705,0.9688717317070729
Nene’s Deli Taqueria,40.69465,-73.9343,"14 Starr St, Brooklyn, NY 11221",13306,Taco Restaurant,814,0.9860756451467539
Lady Moo Moo Ice Cream,40.67922,-73.92192,"365 Chauncey St (btwn Howard & Ralph Ave.), Brooklyn, NY 11233",13046,"Ice Cream Parlor, American Restaurant, French Restaurant",295,0.9866214037512142
Cuts & Slices,40.67922,-73.92192,"93 Howard Ave, Brooklyn, NY 11233",13064,Pizzeria,693,0.9787504631437698
DOC D's Southern Desserts,40.67922,-73.92192,"214 Bainbridge St (btwn Malcolm X Blvd & Patchen Ave), Brooklyn, NY 11233",13002,"Bakery, Dessert Shop, American Restaurant",586,0.9772533822012598
Saratoga Park,40.67922,-73.92192,"Halsey St (Saratoga Ave), Brooklyn, NY 11233",16032,Park,683,0.9979621674127036
Milk & Pull,40.67922,-73.92192,"307 Malcolm X Blvd (Bainbridge St), Brooklyn, NY 11233",13035,"Coffee Shop, Restaurant",632,0.9875326704118725
Chez Oskar,40.67922,-73.92192,"310 Malcolm X Blvd (at Decatur Street), Brooklyn, NY 11233",13009,"Cocktail Bar, French Restaurant",667,0.9728021950511211
Grandchamps Kitchen & Market,40.67922,-73.92192,"197 Patchen Ave, Brooklyn, NY 11233",13040,"Dessert Shop, Caribbean Restaurant, Sandwich Spot",701,0.9814592283273751
Natural blend Restaurant - Malcolm X Boulevard,40.67922,-73.92192,"243 Malcolm X Blvd, Brooklyn, NY 11233",13097,Caribbean Restaurant,851,0.9759665935650554
Trad Room,40.67922,-73.92192,"266 Malcolm X Blvd, New York, NY 11233",13031,"Burger Joint, American Restaurant, Sushi Restaurant",819,0.9909374029901563
Sonora,40.67922,-73.92192,"174 Howard Ave (Bainbridge), Brooklyn, NY 11233",13003,"Bar, American Restaurant, Mexican Restaurant",400,0.9846736964380489
Wing Cheong Restaurant,40.68078,-73.94613,"1389 Fulton St (btwn Marcy & Brooklyn Ave), Brooklyn, NY 11216",13099,Chinese Restaurant,86,0.983722374099999
Fulton Ale House,40.68078,-73.94613,"1446 Fulton St, Brooklyn, NY 11216",13007,"Beer Garden, Sports Bar, Pizzeria",276,0.9852945594376183
Peaches Hothouse,40.68078,-73.94613,"415 Tompkins Ave (at Hancock St), Brooklyn, NY 11216",13068,"American Restaurant, South American Restaurant, Southern Food Restaurant",342,0.9567548892961216
Doctor's Cave Cafe,40.68078,-73.94613,"856 Marcy Ave, Brooklyn, NY 11216",13034,"Café, Diner",390,0.974499554380589
Ali's Trinidad Roti Shop,40.68078,-73.94613,"1267 Fulton St (Btw Arlington Pl. & Nostrand Ave.), Brooklyn, NY 11216",13039,"Deli, Caribbean Restaurant",388,0.9849140305023983
Corto,40.68078,-73.94613,"260 Halsey St, Brooklyn, NY 11216",13034,"Café, Italian Restaurant, Sandwich Spot",298,0.9792661799901864
Cafe Cotton Bean,40.68078,-73.94613,"1077 Bergen St (at Nostrand Ave), Brooklyn, NY 11216",13034,"Café, Coffee Shop, Restaurant",625,0.9833518590841269
Warude,40.68078,-73.94613,"385 Tompkins Ave, Brooklyn, NY 11216",13265,"Japanese Curry Restaurant, Ramen Restaurant, Taco Restaurant",437,0.9713702045843723
Royal Bakery,40.68078,-73.94613,"618 Nostrand Ave, Brooklyn, NY 11216",13002,"Bakery, Caribbean Restaurant",492,0.9893051341364497
Bar Camillo,40.68078,-73.94613,"333 Tompkins Ave, Brooklyn, NY 11216",13064,"Pizzeria, Italian Restaurant",655,0.9430057780314637
Cafe Cotton Bean,40.67514,-73.94716,"1077 Bergen St (at Nostrand Ave), Brooklyn, NY 11216",13034,"Café, Coffee Shop, Restaurant",288,0.9833518590841269
La Ñapa,40.67514,-73.94716,"656 Nostrand Ave (Bergen), Brooklyn, NY 11216",13025,"Wine Bar, Seafood Restaurant, Tapas Restaurant",263,0.9615465497040887
Brower Park,40.67514,-73.94716,"900 Prospect Pl, Brooklyn, NY 11213",16037,Playground,361,0.9991838655731466
Cafe Con Libros,40.67514,-73.94716,"724 Prospect Pl (Rogers Ave), Brooklyn, NY 11216",13035,"Coffee Shop, Restaurant",468,0.957566016763301
The Ryerson,40.67514,-73.94716,"698 Nostrand Ave (between Prospect Pl. & St. Mark's Ave), Brooklyn, NY 11216",13009,"Cocktail Bar, South American Restaurant, Southern Food Restaurant",267,0.9536856230159922
Colina Cuervo,40.67514,-73.94716,"759 Nostrand Ave (St. John's), Brooklyn, NY 11216",13034,"Café, South American Restaurant",504,0.9813640960935701
Trinidad Golden Palace Restaurant,40.67514,-73.94716,"788 Nostrand Ave (St. Johns Pl), Brooklyn, NY 11216",13099,Chinese Restaurant,457,0.9952283674307287
Royal Bakery,40.67514,-73.94716,"618 Nostrand Ave, Brooklyn, NY 11216",13002,"Bakery, Caribbean Restaurant",326,0.9893051341364497
Nostrand Avenue Pub,40.67514,-73.94716,"658 Nostrand Ave (Bergen St.), Brooklyn, NY 11216",13006,"Beer Bar, Beer Garden, Restaurant",253,0.9761268162746217
Taqueria Milear,40.67514,-73.94716,"752 Nostrand Ave (btwn Sterling Pl & Park Pl), Brooklyn, NY 11216",13303,Mexican Restaurant,353,0.9810786993921551
Wing Cheong Restaurant,40.67955,-73.94709,"1389 Fulton St (btwn Marcy & Brooklyn Ave), Brooklyn, NY 11216",13099,Chinese Restaurant,156,0.983722374099999
Cafe Cotton Bean,40.67955,-73.94709,"1077 Bergen St (at Nostrand Ave), Brooklyn, NY 11216",13034,"Café, Coffee Shop, Restaurant",467,0.9833518590841269
Ali's Trinidad Roti Shop,40.67955,-73.94709,"1267 Fulton St (Btw Arlington Pl. & Nostrand Ave.), Brooklyn, NY 11216",13039,"Deli, Caribbean Restaurant",323,0.9849140305023983
Fulton Ale House,40.67955,-73.94709,"1446 Fulton St, Brooklyn, NY 11216",13007,"Beer Garden, Sports Bar, Pizzeria",350,0.9852945594376183
Royal Bakery,40.67955,-73.94709,"618 Nostrand Ave, Brooklyn, NY 11216",13002,"Bakery, Caribbean Restaurant",335,0.9893051341364497
Doctor's Cave Cafe,40.67955,-73.94709,"856 Marcy Ave, Brooklyn, NY 11216",13034,"Café, Diner",517,0.974499554380589
Peaches Hothouse,40.67955,-73.94709,"415 Tompkins Ave (at Hancock St), Brooklyn, NY 11216",13068,"American Restaurant, South American Restaurant, Southern Food Restaurant",500,0.9567548892961216
La Ñapa,40.67955,-73.94709,"656 Nostrand Ave (Bergen), Brooklyn, NY 11216",13025,"Wine Bar, Seafood Restaurant, Tapas Restaurant",469,0.9615465497040887
Furman's Coffee,40.67955,-73.94709,"547 Nostrand Ave (Atlantic Ave), Brooklyn, NY 11216",13003,"Bar, Coffee Shop, Restaurant",229,0.9910425491433092
Cafe Con Libros,40.67955,-73.94709,"724 Prospect Pl (Rogers Ave), Brooklyn, NY 11216",13035,"Coffee Shop, Restaurant",736,0.957566016763301
Brower Park,40.67412,-73.94447,"900 Prospect Pl, Brooklyn, NY 11213",16037,Playground,110,0.9991838655731466
Cafe Cotton Bean,40.67412,-73.94447,"1077 Bergen St (at Nostrand Ave), Brooklyn, NY 11216",13034,"Café, Coffee Shop, Restaurant",541,0.9833518590841269
Colina Cuervo,40.67412,-73.94447,"759 Nostrand Ave (St. John's), Brooklyn, NY 11216",13034,"Café, South American Restaurant",589,0.9813640960935701
Trinidad Golden Palace Restaurant,40.67412,-73.94447,"788 Nostrand Ave (St. Johns Pl), Brooklyn, NY 11216",13099,Chinese Restaurant,556,0.9952283674307287
Cafe Con Libros,40.67412,-73.94447,"724 Prospect Pl (Rogers Ave), Brooklyn, NY 11216",13035,"Coffee Shop, Restaurant",689,0.957566016763301
La Ñapa,40.67412,-73.94447,"656 Nostrand Ave (Bergen), Brooklyn, NY 11216",13025,"Wine Bar, Seafood Restaurant, Tapas Restaurant",516,0.9615465497040887
The Ryerson,40.67412,-73.94447,"698 Nostrand Ave (between Prospect Pl. & St. Mark's Ave), Brooklyn, NY 11216",13009,"Cocktail Bar, South American Restaurant, Southern Food Restaurant",497,0.9536856230159922
Island Pops,40.67412,-73.94447,"680 Nostrand Ave (Corner of St. Marks), Brooklyn, NY 11216",13046,"Ice Cream Parlor, Restaurant",488,0.9832116642132565
Fulton Ale House,40.67412,-73.94447,"1446 Fulton St, Brooklyn, NY 11216",13007,"Beer Garden, Sports Bar, Pizzeria",672,0.9852945594376183
Royal Bakery,40.67412,-73.94447,"618 Nostrand Ave, Brooklyn, NY 11216",13002,"Bakery, Caribbean Restaurant",569,0.9893051341364497
Brower Park,40.67308,-73.94191,"900 Prospect Pl, Brooklyn, NY 11213",16037,Playground,139,0.9991838655731466
Colina Cuervo,40.67308,-73.94191,"759 Nostrand Ave (St. John's), Brooklyn, NY 11216",13034,"Café, South American Restaurant",743,0.9813640960935701
Cafe Cotton Bean,40.67308,-73.94191,"1077 Bergen St (at Nostrand Ave), Brooklyn, NY 11216",13034,"Café, Coffee Shop, Restaurant",786,0.9833518590841269
Trinidad Golden Palace Restaurant,40.67308,-73.94191,"788 Nostrand Ave (St. Johns Pl), Brooklyn, NY 11216",13099,Chinese Restaurant,722,0.9952283674307287
Cafe Con Libros,40.67308,-73.94191,"724 Prospect Pl (Rogers Ave), Brooklyn, NY 11216",13035,"Coffee Shop, Restaurant",916,0.957566016763301
La Ñapa,40.67308,-73.94191,"656 Nostrand Ave (Bergen), Brooklyn, NY 11216",13025,"Wine Bar, Seafood Restaurant, Tapas Restaurant",760,0.9615465497040887
Fulton Ale House,40.67308,-73.94191,"1446 Fulton St, Brooklyn, NY 11216",13007,"Beer Garden, Sports Bar, Pizzeria",781,0.9852945594376183
St John's Park,40.67308,-73.94191,"Troy Ave (Prospect Pl), Brooklyn, NY 11213",16032,Park,614,0.9989435315087972
The Ryerson,40.67308,-73.94191,"698 Nostrand Ave (between Prospect Pl. & St. Mark's Ave), Brooklyn, NY 11216",13009,"Cocktail Bar, South American Restaurant, Southern Food Restaurant",732,0.9536856230159922
Island Pops,40.67308,-73.94191,"680 Nostrand Ave (Corner of St. Marks), Brooklyn, NY 11216",13046,"Ice Cream Parlor, Restaurant",729,0.9832116642132565
Brower Park,40.67113,-73.94222,"900 Prospect Pl, Brooklyn, NY 11213",16037,Playground,279,0.9991838655731466
Colina Cuervo,40.67113,-73.94222,"759 Nostrand Ave (St. John's), Brooklyn, NY 11216",13034,"Café, South American Restaurant",691,0.9813640960935701
Trinidad Golden Palace Restaurant,40.67113,-73.94222,"788 Nostrand Ave (St. Johns Pl), Brooklyn, NY 11216",13099,Chinese Restaurant,686,0.9952283674307287
Cafe Cotton Bean,40.67113,-73.94222,"1077 Bergen St (at Nostrand Ave), Brooklyn, NY 11216",13034,"Café, Coffee Shop, Restaurant",880,0.9833518590841269
Cafe Con Libros,40.67113,-73.94222,"724 Prospect Pl (Rogers Ave), Brooklyn, NY 11216",13035,"Coffee Shop, Restaurant",951,0.957566016763301
